path,HIG,EXO,TOP,SUS,SMP,EXO,BPH,B2G,HIN,TRK,JME,MUO,EGM,TAU,BTV,PF,AlCa,DPG,TSG,Owners,online,validation,Rate,Pure Rate,PS,stream,dataset,L1 seed
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_v,todo,,todo,todo,todo,,,todo,,,,,todo,,,,alca,Express,,8,yes,,24.44,4.48,1,PhysicsEGamma,EGamma,L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v,todo,,todo,todo,todo,,,todo,,,,,todo,,,,todo,,,7,yes,,16.7,0,1,PhysicsEGamma,EGamma,L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_LooseIso22_12_er2p5
HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v,todo,,todo,,,,,,,,,,,,,,,,,2,yes,,1.22,0,1,PhysicsEGamma,EGamma,L1_SingleEG15er2p5
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v,todo,,todo,todo,todo,,,,,,,,,,,,,,,4,yes,,1.63,0,1,PhysicsEGamma,EGamma,L1_SingleEG15er2p5
HLT_Ele200_CaloIdVT_GsfTrkIdT_v,,,,,,,,,,,,,,,,,,,,0,yes,,3.26,0,1,PhysicsEGamma,EGamma,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Ele20_WPTight_Gsf_v,,,,,,,,,,,,,,,,,,,,0,yes,,0,0,0,PhysicsEGamma,EGamma,L1_SingleEG10er2p5 OR L1_SingleEG15er2p5
HLT_Ele20_WPLoose_Gsf_v,,,,,,,,,todo,,,,,,,,,,,1,yes,,0,0,0,PhysicsEGamma,EGamma,L1_SingleEG10er2p5 OR L1_SingleEG15er2p5
HLT_Ele20_eta2p1_WPLoose_Gsf_v,,,,,,,,,,,,,,,,,,,,0,yes,,0,0,0,PhysicsEGamma,EGamma,L1_SingleEG10er2p5 OR L1_SingleEG15er2p5
HLT_Ele17_WPLoose_Gsf_v,,,,,,,,,,,,,,,,,,,,0,yes,,0,0,0,PhysicsEGamma,EGamma,L1_SingleEG10er2p5 OR L1_SingleEG15er2p5
HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v,todo,,todo,todo,,,,,,,,,,,,,,,,3,yes,,1.63,0,1,PhysicsEGamma,EGamma,L1_SingleEG15er2p5
HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL_v,todo,,todo,,todo,,,,,,,,,,,,,,,3,yes,,0.41,0.41,1,PhysicsEGamma,EGamma,L1_TripleEG_18_17_8_er2p5 OR L1_TripleEG_18_18_12_er2p5
HLT_Ele15_WPLoose_Gsf_v,,,,,,,,,todo,,,,,,,,,,,1,yes,,0,0,0,PhysicsEGamma,EGamma,L1_SingleEG10er2p5 OR L1_SingleEG15er2p5
HLT_Ele15_IsoVVVL_PFHT600_v,,,todo,todo,,,,todo,,,,,,,,,,,,3,yes,,0.41,0,1,PhysicsEGamma,EGamma,(L1_HTT360er OR L1_ETT2000 OR L1_HTT320er) AND (L1_SingleEG8er2p5)
HLT_Ele15_IsoVVVL_PFHT450_v,,,todo,todo,,,,todo,,,,,,,,,,,,3,yes,,4.07,0,1,PhysicsEGamma,EGamma,(L1_HTT360er OR L1_ETT2000 OR L1_HTT320er) AND (L1_SingleEG8er2p5)
HLT_Ele15_IsoVVVL_PFHT450_PFMET50_v,,,todo,,,,,,,,,,,,,,,,,1,yes,,2.85,0,1,PhysicsEGamma,EGamma,(L1_HTT360er OR L1_ETT2000 OR L1_HTT320er) AND (L1_SingleEG8er2p5)
HLT_Ele15_IsoVVVL_PFHT450_CaloBTagDeepCSV_4p5_v,,,todo,,,,,,,,,,,,,,,,,1,yes,,3.26,0,1,PhysicsEGamma,EGamma,(L1_HTT360er OR L1_ETT2000 OR L1_HTT320er) AND (L1_SingleEG8er2p5)
HLT_Ele15_Ele8_CaloIdL_TrackIdL_IsoVL_v,,,,,,,,,,,,,,,,,,,,0,yes,,0,0,0,PhysicsEGamma,EGamma,L1_SingleEG10er2p5 OR L1_SingleEG15er2p5
HLT_Ele15_CaloIdL_TrackIdL_IsoVL_PFJet30_v,,,,,,,,,,,,,,,,,,,,0,yes,,0,0,0,PhysicsEGamma,EGamma,L1_SingleEG10er2p5 OR L1_SingleEG15er2p5
HLT_Ele145_CaloIdVT_GsfTrkIdT_v,,,,,,,,,,,,,,,,,,,,0,yes,,9.37,0,1,PhysicsEGamma,EGamma,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Ele135_CaloIdVT_GsfTrkIdT_v,,,,,,,,,,,,,todo,,,,,,,1,yes,,12.22,0,1,PhysicsEGamma,EGamma,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v,todo,,,todo,todo,,,,,,,,,,,,,,,3,yes,,3.67,0.41,1,PhysicsEGamma,EGamma,L1_SingleEG10er2p5 OR L1_SingleEG15er2p5
HLT_Ele115_CaloIdVT_GsfTrkIdT_v,todo,,todo,todo,todo,,,todo,,,,,todo,,,,,,,6,yes,,19.15,3.67,1,PhysicsEGamma,EGamma,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_ECALHT800_v,,todo,,,,todo,,,,,,,,,,,,,,2,yes,,0,0,1,PhysicsEGamma,EGamma,L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_ETMHF100 OR L1_ETMHF90_HTT60er OR L1_ETMHF110 OR L1_ETM150 OR L1_ETMHF110_HTT60er OR L1_ETMHF120 OR L1_ETMHF120_HTT60er OR L1_ETMHF150
HLT_DoublePhoton85_v,,,,,,,,,,,,,todo,,,,,,,1,yes,,3.67,0,1,PhysicsEGamma,EGamma,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1
HLT_DoublePhoton70_v,todo,,todo,todo,,,,todo,,,,,todo,,,,,,,5,yes,,7.74,2.04,1,PhysicsEGamma,EGamma,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1
HLT_DoublePhoton33_CaloIdL_v,,todo,,,,todo,,,,,,,,,,,,,,2,yes,,0.41,0,64,PhysicsEGamma,EGamma,L1_SingleEG26er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT350_v,,,,todo,,,,,,,,,,,,,,,,1,yes,,1.22,0,1,PhysicsEGamma,EGamma,L1_DoubleEG8er2p5_HTT260er OR L1_DoubleEG8er2p5_HTT300er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_DZ_PFHT350_v,,,,todo,,,,,,,,,,,,,,,,1,yes,,0.81,0,1,PhysicsEGamma,EGamma,L1_DoubleEG8er2p5_HTT260er OR L1_DoubleEG8er2p5_HTT300er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_DoubleEle33_CaloIdL_MW_v,todo,,,todo,todo,,,,,,,,,,,,,,,3,yes,,13.85,0,1,PhysicsEGamma,EGamma,L1_SingleEG26er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1
HLT_DoubleEle27_CaloIdL_MW_v,todo,,,,,,,,,,,,todo,,,,,,,2,yes,,18.74,0,1,PhysicsEGamma,EGamma,L1_SingleEG26er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1
HLT_DoubleEle25_CaloIdL_MW_v,todo,,todo,,todo,,,,,,,,todo,,,,,,,4,yes,,20.78,0,1,PhysicsEGamma,EGamma,L1_SingleEG26er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1
HLT_DiSC30_18_EIso_AND_HE_Mass70_v,,,,,,,,,,,,,,,,,,ECAL,,1,yes,,0,0,256,PhysicsEGamma,EGamma,L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG28er2p1 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1
HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_NoPixelVeto_Mass55_v,,,,,,,,,,,,,,,,,,,,0,yes,,1.63,0.41,32,PhysicsEGamma,EGamma,L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
HLT_Diphoton30_22_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass95_v,todo,,,todo,,,,,,,,,,,,,,,,2,yes,,36.66,0,1,PhysicsEGamma,EGamma,L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
HLT_Diphoton30_22_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass90_v,todo,todo,todo,todo,,todo,,using,,,,,,,,,,,,6,yes,,41.14,1.22,1,PhysicsEGamma,EGamma,L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
HLT_Diphoton30_18_R9IdL_AND_HE_AND_IsoCaloId_NoPixelVeto_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,35.85,3.67,1,PhysicsEGamma,EGamma,L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
HLT_Diphoton30_18_R9IdL_AND_HE_AND_IsoCaloId_NoPixelVeto_Mass55_v,,todo,,,,todo,,,,,,,,,,,,,,2,yes,,30.96,0,1,PhysicsEGamma,EGamma,L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
HLT_DiEle27_WPTightCaloOnly_L1DoubleEG_v,todo,,todo,,,,,,,,,,todo,,,,,,,3,yes,,20.37,5.7,1,PhysicsEGamma,EGamma,L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5
HLT_L1UnpairedBunchBptxPlus_v,,,,,,,,,,,,,,,,,,,,0,yes,,,,0,PhysicsEndOfFill,EmptyBX,L1_UnpairedBunchBptxPlus
HLT_L1UnpairedBunchBptxMinus_v,,,,,,,,,,,,,,,,,,,,0,yes,,,,0,PhysicsEndOfFill,EmptyBX,L1_UnpairedBunchBptxMinus
HLT_L1NotBptxOR_v,,,,,,,,,,,,,,,,,,,,0,yes,,,,0,PhysicsEndOfFill,EmptyBX,L1_NotBptxOR
HLT_Physics_part0_v,,,,,,,,,,,,,,,,,,,TSG,1,yes,,,,1100,PhysicsHLTPhysics1,EphemeralHLTPhysics1,(none)
HLT_Physics_part1_v,,,,,,,,,,,,,,,,,,,TSG,1,yes,,,,1100,PhysicsHLTPhysics1,EphemeralHLTPhysics2,(none)
HLT_Physics_part2_v,,,,,,,,,,,,,,,,,,,TSG,1,yes,,,,1100,PhysicsHLTPhysics2,EphemeralHLTPhysics3,(none)
HLT_Physics_part3_v,,,,,,,,,,,,,,,,,,,TSG,1,yes,,,,1100,PhysicsHLTPhysics2,EphemeralHLTPhysics4,(none)
HLT_Physics_part4_v,,,,,,,,,,,,,,,,,,,TSG,1,yes,,,,1100,PhysicsHLTPhysics3,EphemeralHLTPhysics5,(none)
HLT_Physics_part5_v,,,,,,,,,,,,,,,,,,,TSG,1,yes,,,,1100,PhysicsHLTPhysics3,EphemeralHLTPhysics6,(none)
HLT_Physics_part6_v,,,,,,,,,,,,,,,,,,,TSG,1,yes,,,,1100,PhysicsHLTPhysics4,EphemeralHLTPhysics7,(none)
HLT_Physics_part7_v,,,,,,,,,,,,,,,,,,,TSG,1,yes,,,,1100,PhysicsHLTPhysics4,EphemeralHLTPhysics8,(none)
HLT_ZeroBias_part0_v,,,,,todo,,,,,,,,,,,,,,TSG,2,yes,,,,40,PhysicsZeroBias1,EphemeralZeroBias1,L1_ZeroBias
HLT_ZeroBias_part1_v,,,,,todo,,,,,,,,,,,,,,TSG,2,yes,,,,40,PhysicsZeroBias1,EphemeralZeroBias2,L1_ZeroBias
HLT_ZeroBias_part2_v,,,,,todo,,,,,,,,,,,,,,TSG,2,yes,,,,40,PhysicsZeroBias2,EphemeralZeroBias3,L1_ZeroBias
HLT_ZeroBias_part3_v,,,,,todo,,,,,,,,,,,,,,TSG,2,yes,,,,40,PhysicsZeroBias2,EphemeralZeroBias4,L1_ZeroBias
HLT_ZeroBias_part4_v,,,,,todo,,,,,,,,,,,,,,TSG,2,yes,,,,40,PhysicsZeroBias3,EphemeralZeroBias5,L1_ZeroBias
HLT_ZeroBias_part5_v,,,,,todo,,,,,,,,,,,,,,TSG,2,yes,,,,40,PhysicsZeroBias3,EphemeralZeroBias6,L1_ZeroBias
HLT_ZeroBias_part6_v,,,,,todo,,,,,,,,,,,,,,TSG,2,yes,,,,40,PhysicsZeroBias4,EphemeralZeroBias7,L1_ZeroBias
HLT_ZeroBias_part7_v,,,,,todo,,,,,,,,,,,,,,TSG,2,yes,,,,40,PhysicsZeroBias4,EphemeralZeroBias8,L1_ZeroBias
HLT_ZeroBias_Beamspot_v,,,,,,,,,,,,,,,,,alca,beamspot,,2,yes,,,,85,ExpressAlignment,ExpressAlignment,L1_ZeroBias
HLT_HT450_Beamspot_v,,,,,,,,,,,,,,,,,alca,beamspot,,2,yes,,,,0,ExpressAlignment,ExpressAlignment,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_SingleJet120 OR L1_SingleJet140er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet40er2p5 OR L1_DoubleJet100er2p5 OR L1_DoubleJet120er2p5
HLT_HT300_Beamspot_v,,,,,,,,,,,,,,,,,alca,beamspot,,2,yes,,,,35,ExpressAlignment,ExpressAlignment,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_SingleJet120 OR L1_SingleJet140er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet40er2p5 OR L1_DoubleJet100er2p5 OR L1_DoubleJet120er2p5
HLT_ExpressMuons_v,,,,,,,,,,,,,,,,,,,TSG,1,yes,,,,1,Express,ExpressPhysics,(none)
HLT_DiPFJet25_NoCaloMatched_v,,,,,,,,,,,,,,,,,,,,0,no,,,,0,PhysicsEndOfFill,FSQJet1,L1_ZeroBias
HLT_DiPFJet15_NoCaloMatched_v,,,,,,,,,,,,,,,,,,,,0,no,,,,0,PhysicsEndOfFill,FSQJet1,L1_ZeroBias
HLT_DiPFJetAve35_HFJEC_v,,,,,,,,,,,,,,,,,,,,0,no,,,,0,PhysicsEndOfFill,FSQJet2,L1_ZeroBias
HLT_DiPFJetAve25_HFJEC_v,,,,,,,,,,,,,,,,,,,,0,no,,,,0,PhysicsEndOfFill,FSQJet2,L1_ZeroBias
HLT_DiPFJetAve15_HFJEC_v,,,,,,,,,,,,,,,,,,,,0,no,,,,0,PhysicsEndOfFill,FSQJet2,L1_ZeroBias
HLT_DiPFJet25_FBEta3_NoCaloMatched_v,,,,,,,,,,,,,,,,,,,,0,no,,,,0,PhysicsEndOfFill,FSQJet2,L1_ZeroBias
